Id,Label,timeset,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,clustering,componentnumber,strongcompnum,pageranks,Clustering Coefficient
2759,2759,,1,1,2,6,0.28612,0.299991,0,0,0,1115,0.00005,0
3173,3173,,1,1,2,7,0.26646,0.276057,0,0.5,0,1115,0.000053,1
3174,3174,,1,1,2,7,0.239947,0.245988,0,0,0,1115,0.000054,0
3175,3175,,2,0,2,0,0,0,0,0,0,622,0.000074,0
3176,3176,,1,0,1,0,0,0,0,0,0,1038,0.000052,0
3177,3177,,1,0,1,0,0,0,0,0,0,1037,0.000052,0
3178,3178,,2,0,2,0,0,0,0,0,0,860,0.000066,0
3179,3179,,1,0,1,0,0,0,0,0,0,1036,0.000052,0
3180,3180,,1,1,2,7,0.240688,0.248209,0,0,0,1115,0.000061,0
3181,3181,,1,1,2,7,0.284754,0.29883,0,0,0,1115,0.000058,0
3172,3172,,7,8,15,6,0.334305,0.355629,5558.801026,0.267857,0,1115,0.000164,0.321429
3182,3182,,5,6,11,6,0.316776,0.334553,11042.95951,0.4,0,1115,0.000151,0.4
3183,3183,,2,2,4,6,0.285254,0.299307,412.652012,0,0,1115,0.000079,0
3185,3185,,9,9,18,6,0.331031,0.350416,1146.680276,0.611111,0,1115,0.000207,0.638889
3184,3184,,2,2,4,7,0.288804,0.302706,0,1,0,1115,0.000076,1
3187,3187,,1,1,2,7,0.284754,0.29883,0,0,0,1115,0.000058,0
3188,3188,,1,1,2,7,0.240579,0.248004,0,0,0,1115,0.000056,0
3190,3190,,3,4,7,6,0.292942,0.304805,1117.683956,0,0,1115,0.000094,0
3191,3191,,2,1,3,7,0.243302,0.249211,84.819171,0,0,1115,0.000058,0
3192,3192,,1,1,2,7,0.266715,0.277571,0,0,0,1115,0.000061,0
3024,3024,,2,2,4,7,0.267142,0.276772,0,1,0,1115,0.000075,1
3193,3193,,5,4,9,7,0.274618,0.285215,5205.839401,0.160714,0,1115,0.000106,0.214286
3194,3194,,6,6,12,6,0.305426,0.319448,338.167599,0.333333,0,1115,0.000138,0.333333
3195,3195,,15,14,29,6,0.326777,0.344297,11854.54827,0.233333,0,1115,0.000344,0.266667
3196,3196,,2,3,5,6,0.294298,0.306772,27.414461,0.333333,0,1115,0.000067,0.333333
3197,3197,,10,11,21,6,0.302113,0.320697,13307.81533,0.160256,0,1115,0.000264,0.166667
3198,3198,,3,2,5,6,0.28889,0.300345,0,1,0,1115,0.000088,1
3199,3199,,1,2,3,7,0.292839,0.311268,4733,0,0,1115,0.000052,0
3200,3200,,1,0,1,0,0,0,0,0,0,1034,0.000052,0
3201,3201,,1,0,1,0,0,0,0,0,0,1035,0.000057,0
3202,3202,,2,2,4,6,0.299606,0.317405,0,1,0,1115,0.000072,1
3203,3203,,2,2,4,7,0.286807,0.301025,0,1,0,1115,0.000075,1
3204,3204,,6,8,14,6,0.307498,0.320654,2790.559464,0.227273,0,1115,0.000111,0.309091
2526,2526,,1,1,2,7,0.29281,0.311154,0,0,0,1115,0.000052,0
3205,3205,,1,1,2,6,0.278582,0.289714,0,0,0,1115,0.000052,0
3206,3206,,2,2,4,6,0.298352,0.312107,794.825382,0,0,1115,0.00007,0
3208,3208,,11,8,19,6,0.327271,0.347649,7560.612191,0.190909,0,1115,0.000246,0.218182
3209,3209,,4,4,8,6,0.314595,0.334083,9659.186057,0.166667,0,1115,0.000136,0.166667
3210,3210,,2,1,3,8,0.219552,0.225347,0,1,0,1115,0.000097,1
3211,3211,,2,3,5,7,0.296988,0.315252,286.644614,0.333333,0,1115,0.000074,0.333333
3212,3212,,1,0,1,0,0,0,0,0,0,1033,0.000052,0
3213,3213,,1,0,1,0,0,0,0,0,0,1032,0.000052,0
3214,3214,,5,4,9,6,0.319738,0.339834,2609.750397,0.3,0,1115,0.000109,0.4
3215,3215,,1,1,2,7,0.237347,0.243828,0,0,0,1115,0.000055,0
3061,3061,,1,0,1,0,0,0,0,0,0,833,0.000044,0
3216,3216,,1,1,2,6,0.28612,0.299991,0,0,0,1115,0.00005,0
3217,3217,,3,3,6,6,0.297502,0.31175,70.5876,0.666667,0,1115,0.000089,0.666667
3218,3218,,1,1,2,7,0.240688,0.248209,0,0,0,1115,0.000061,0
3219,3219,,47,46,93,6,0.340892,0.361597,104072.7546,0.102394,0,1115,0.001069,0.111702
3220,3220,,2,2,4,7,0.254948,0.263043,0,1,0,1115,0.000087,1
3221,3221,,3,3,6,6,0.292225,0.304614,113.713992,0,0,1115,0.000095,0
3222,3222,,1,1,2,7,0.284754,0.29883,0,0,0,1115,0.000058,0
3223,3223,,20,22,42,6,0.324672,0.345041,21517.72193,0.138528,0,1115,0.000463,0.147186
3224,3224,,1,0,1,0,0,0,0,0,0,262,0.000057,0
3226,3226,,1,2,3,7,0.237059,0.243073,75.442355,0,0,1115,0.000065,0
3227,3227,,2,2,4,6,0.318259,0.33852,1244.37194,0,0,1115,0.000066,0
3228,3228,,1,0,1,0,0,0,0,0,0,1031,0.000052,0
3229,3229,,14,13,27,6,0.323953,0.343673,11840.03952,0.304762,0,1115,0.000289,0.32381
3230,3230,,1,2,3,6,0.28654,0.300504,0,1,0,1115,0.00005,1
3043,3043,,2,2,4,7,0.26691,0.277979,0,1,0,1115,0.000088,1
3231,3231,,4,4,8,7,0.295294,0.309834,521.541578,0.25,0,1115,0.000123,0.333333
3232,3232,,1,1,2,7,0.232027,0.239917,0,0,0,1115,0.000055,0
3233,3233,,15,13,28,6,0.306804,0.322686,23176.68586,0.129167,0,1115,0.000351,0.141667
3234,3234,,1,1,2,7,0.234784,0.241519,0,0,0,1115,0.000058,0
3235,3235,,1,0,1,0,0,0,0,0,0,626,0.000049,0
3237,3237,,12,14,26,6,0.323845,0.342559,13717.10994,0.2125,0,1115,0.000252,0.241667
3238,3238,,1,1,2,7,0.245107,0.253331,0,0,0,1115,0.000053,0
3239,3239,,18,19,37,6,0.31693,0.335753,41207.85036,0.110526,0,1115,0.000544,0.131579
3240,3240,,1,1,2,6,0.278582,0.289714,0,0,0,1115,0.000052,0
3241,3241,,2,2,4,7,0.284935,0.299215,0,1,0,1115,0.000082,1
3225,3225,,4,4,8,6,0.306258,0.321455,60.488649,0.333333,0,1115,0.000109,0.5
3242,3242,,5,5,10,6,0.329483,0.351146,3142.968726,0.5,0,1115,0.000121,0.5
3243,3243,,1,1,2,7,0.23846,0.246815,0,0,0,1115,0.000054,0
3244,3244,,1,1,2,7,0.240668,0.248404,0,0,0,1115,0.000059,0
3032,3032,,1,1,2,6,0.282826,0.295146,0,0,0,1115,0.000055,0
3062,3062,,6,4,10,6,0.295041,0.309952,332.301408,0.309524,0,1115,0.000141,0.47619
3245,3245,,1,1,2,6,0.278582,0.289714,0,0,0,1115,0.000052,0
3246,3246,,4,4,8,7,0.286948,0.301441,103.541604,0.583333,0,1115,0.000119,0.666667
3248,3248,,2,2,4,7,0.251895,0.260616,139.419873,0,0,1115,0.000079,0
3249,3249,,1,1,2,7,0.240688,0.248209,0,0,0,1115,0.000061,0
3207,3207,,4,4,8,7,0.280359,0.293242,957.77019,0.333333,0,1115,0.000144,0.333333
3250,3250,,3,4,7,7,0.265011,0.274428,64.051792,0,0,1115,0.000092,0
3251,3251,,1,3,4,6,0.301708,0.3136,190.599463,0.166667,0,1115,0.000052,0.333333
3252,3252,,3,2,5,7,0.263685,0.273531,99.876771,0,0,1115,0.000093,0
3253,3253,,1,1,2,7,0.2857,0.29674,0,0,0,1115,0.000049,0
3254,3254,,3,3,6,6,0.288008,0.299196,294.735172,0,0,1115,0.000091,0
3255,3255,,2,2,4,6,0.286484,0.30053,222.920049,0,0,1115,0.000069,0
3258,3258,,2,1,3,7,0.258384,0.266455,19.578814,0.333333,0,1115,0.00006,0.333333
3259,3259,,4,2,6,8,0.242877,0.249691,132.482313,0.166667,0,1115,0.000119,0.333333
3260,3260,,32,1,33,1,1,1,4734,0.063447,0,42,0.000579,0.073864
3261,3261,,1,2,3,7,0.23848,0.246929,0,0.5,0,1115,0.000054,1
3262,3262,,2,2,4,7,0.276789,0.287006,0,1,0,1115,0.000102,1
3263,3263,,1,1,2,7,0.240668,0.248404,0,0,0,1115,0.000059,0
3264,3264,,2,2,4,7,0.26162,0.270705,52.405065,0,0,1115,0.000081,0
3265,3265,,2,2,4,6,0.303698,0.316704,0,1,0,1115,0.000066,1
2465,2465,,1,0,1,0,0,0,0,0,0,416,0.000051,0
3266,3266,,1,0,1,0,0,0,0,0,0,1030,0.000052,0
3267,3267,,2,2,4,7,0.257678,0.26677,125.625575,0,0,1115,0.000088,0
3269,3269,,2,3,5,6,0.300916,0.319101,1270.81672,0,0,1115,0.000076,0
3268,3268,,6,4,10,7,0.28598,0.298853,3121.341835,0.357143,0,1115,0.000161,0.380952
3270,3270,,8,3,11,7,0.266837,0.27628,1217.454125,0.035714,0,1115,0.000164,0.071429
3271,3271,,1,1,2,7,0.240668,0.248404,0,0,0,1115,0.000059,0
3274,3274,,2,3,5,6,0.323416,0.34306,986.35549,0.333333,0,1115,0.000072,0.333333
3275,3275,,2,2,4,6,0.282854,0.29526,10579,0,0,1115,0.000132,0
2958,2958,,8,9,17,6,0.322862,0.340273,887.289352,0.355556,0,1115,0.000173,0.422222
3273,3273,,15,13,28,7,0.320702,0.336909,15477.60765,0.166667,0,1115,0.000355,0.2
3276,3276,,2,2,4,7,0.29776,0.311818,13.00313,0.5,0,1115,0.000078,1
3042,3042,,1,1,2,7,0.266715,0.277571,0,0,0,1115,0.000061,0
3277,3277,,2,2,4,7,0.285952,0.300118,203.938224,0,0,1115,0.000083,0
3279,3279,,1,1,2,7,0.246491,0.254797,0,0,0,1115,0.000061,0
2913,2913,,2,2,4,7,0.269357,0.281083,199.442264,0,0,1115,0.000086,0
3135,3135,,1,1,2,7,0.271558,0.283485,0,0,0,1115,0.000037,0
3072,3072,,1,2,3,7,0.269916,0.281827,0,1,0,1115,0.000061,1
3280,3280,,1,1,2,7,0.240688,0.248209,0,0,0,1115,0.000061,0
3281,3281,,1,1,2,7,0.247566,0.255743,0,0,0,1115,0.000062,0
3282,3282,,0,1,1,7,0.254714,0.263538,0,0,0,1124,0.000035,0
3283,3283,,3,2,5,7,0.256401,0.265395,139.984375,0.333333,0,1115,0.000096,0.333333
3284,3284,,1,0,1,0,0,0,0,0,0,1029,0.000052,0
3285,3285,,3,3,6,7,0.308049,0.326201,949.199,0,0,1115,0.000093,0
3236,3236,,6,7,13,6,0.31958,0.339751,4035.100726,0.261905,0,1115,0.000153,0.285714
3286,3286,,1,1,2,7,0.240688,0.248209,0,0,0,1115,0.000061,0
3287,3287,,3,3,6,7,0.236044,0.242309,315.965058,0.45,0,1115,0.000112,0.6
3289,3289,,1,1,2,6,0.282826,0.295146,0,0,0,1115,0.000055,0
3290,3290,,1,1,2,7,0.256965,0.266159,0,0,0,1115,0.000056,0
3291,3291,,1,0,1,0,0,0,0,0,0,621,0.000058,0
3292,3292,,3,3,6,6,0.303335,0.320574,81.431202,0.833333,0,1115,0.000094,1
3294,3294,,1,0,1,0,0,0,0,0,0,471,0.000053,0
3295,3295,,2,3,5,6,0.28605,0.297389,162.389671,0,0,1115,0.000077,0
3296,3296,,4,3,7,6,0.302222,0.320195,1019.273583,0.166667,0,1115,0.000111,0.166667
3293,3293,,3,0,3,0,0,0,0,0.666667,0,127,0.000087,0.666667
3297,3297,,2,2,4,6,0.294832,0.309553,96.288981,0,0,1115,0.000076,0
3298,3298,,2,2,4,7,0.287682,0.29802,22.768978,0,0,1115,0.000068,0
3299,3299,,2,1,3,7,0.273207,0.283193,13.864132,0,0,1115,0.00007,0
3301,3301,,1,1,2,7,0.238626,0.246504,0,0,0,1115,0.000057,0
3091,3091,,1,1,2,7,0.266715,0.277571,0,0,0,1115,0.000061,0
3303,3303,,1,1,2,7,0.234784,0.241519,0,0,0,1115,0.000058,0
3304,3304,,2,2,4,7,0.300885,0.3189,272.842483,0,0,1115,0.000069,0
3305,3305,,1,0,1,0,0,0,0,0,0,1028,0.000052,0
3306,3306,,1,1,2,7,0.284754,0.29883,0,0,0,1115,0.000058,0
3307,3307,,1,0,1,0,0,0,0,0,0,911,0.00005,0
3308,3308,,1,1,2,7,0.254239,0.262156,0,0,0,1115,0.000055,0
3309,3309,,4,4,8,6,0.287343,0.302203,375.234,0.3,0,1115,0.000106,0.4
3312,3312,,1,0,1,0,0,0,0,0,0,620,0.000058,0
3313,3313,,2,2,4,7,0.248851,0.256931,11.196238,0,0,1115,0.000097,0
3310,3310,,1,2,3,7,0.23848,0.246929,0,0.5,0,1115,0.000054,1
3314,3314,,8,6,14,6,0.297714,0.312956,2192.084333,0.152778,0,1115,0.000169,0.194444
3257,3257,,4,4,8,6,0.291322,0.305019,510.430535,0.083333,0,1115,0.000117,0.166667
3315,3315,,2,2,4,7,0.299667,0.3115,6.756361,0.5,0,1115,0.000058,1
3316,3316,,10,10,20,6,0.333276,0.35401,10898.24079,0.2,0,1115,0.000245,0.218182
3317,3317,,10,9,19,6,0.321513,0.340598,18367.28757,0.411111,0,1115,0.000239,0.422222
3318,3318,,2,1,3,7,0.25555,0.262534,0,1,0,1115,0.000069,1
3319,3319,,18,15,33,6,0.343253,0.361052,18194.77603,0.252632,0,1115,0.000385,0.321053
3320,3320,,2,2,4,7,0.2563,0.265746,33.892775,0,0,1115,0.000086,0
3321,3321,,5,5,10,6,0.300808,0.316635,764.060724,0.3,0,1115,0.000125,0.4
3322,3322,,1,1,2,7,0.229947,0.236168,0,0,0,1115,0.000079,0
3323,3323,,3,3,6,7,0.280332,0.293128,199.442264,0.666667,0,1115,0.000107,0.666667
3324,3324,,1,0,1,0,0,0,0,0,0,1027,0.000052,0
3325,3325,,1,0,1,0,0,0,0,0,0,1026,0.000052,0
3327,3327,,6,7,13,6,0.314105,0.332592,768.912593,0.5,0,1115,0.000125,0.571429
3326,3326,,9,9,18,6,0.310469,0.323387,12018.20598,0.188889,0,1115,0.000196,0.244444
3329,3329,,2,2,4,7,0.261597,0.271772,27.997725,0,0,1115,0.000078,0
3331,3331,,1,1,2,7,0.236924,0.242446,0,0,0,1115,0.000054,0
3332,3332,,1,1,2,8,0.229712,0.23641,0,0,0,1115,0.000076,0
3333,3333,,7,2,9,6,0.283471,0.295873,1374.026729,0.321429,0,1115,0.000153,0.392857
3334,3334,,1,1,2,7,0.29281,0.311154,0,0,0,1115,0.000052,0
3335,3335,,9,11,20,6,0.312895,0.329266,15974.16809,0.227273,0,1115,0.000242,0.254545
3336,3336,,2,2,4,6,0.299161,0.315153,81.431202,0.5,0,1115,0.000077,1
3337,3337,,2,2,4,6,0.286162,0.300134,120.123636,0,0,1115,0.000072,0
3338,3338,,1,2,3,6,0.279221,0.290418,0,0.5,0,1115,0.000052,1
3340,3340,,1,1,2,7,0.263887,0.273251,0,0,0,1115,0.000051,0
3341,3341,,8,1,9,8,0.195736,0.199893,4029.738829,0.339286,0,1115,0.000189,0.428571
3342,3342,,5,5,10,6,0.303666,0.32207,257.065944,0.7,0,1115,0.000139,0.7
3343,3343,,2,1,3,6,0.282826,0.295146,0,0.5,0,1115,0.000069,1
3344,3344,,1,1,2,7,0.236397,0.243679,0,0,0,1115,0.000054,0
3345,3345,,48,46,94,6,0.350999,0.374382,71236.33271,0.142353,0,1115,0.000861,0.160784
3346,3346,,3,2,5,7,0.290209,0.304311,0,1,0,1115,0.00008,1
3347,3347,,3,4,7,7,0.291076,0.30526,9.52488,0.666667,0,1115,0.000083,0.666667
3348,3348,,2,2,4,6,0.299161,0.315153,81.431202,0.5,0,1115,0.000077,1
3349,3349,,6,8,14,7,0.299054,0.312151,1048.512558,0.107143,0,1115,0.00015,0.142857
3351,3351,,1,1,2,7,0.229947,0.236168,0,0,0,1115,0.000079,0
3352,3352,,2,3,5,7,0.285018,0.299358,4758.606049,0.333333,0,1115,0.000077,0.666667
3353,3353,,14,14,28,7,0.290815,0.30616,30797.04499,0.1,0,1115,0.000457,0.104762
3354,3354,,2,1,3,7,0.280655,0.294741,0,0.5,0,1115,0.00005,1
3355,3355,,2,2,4,6,0.29455,0.310015,0,1,0,1115,0.000067,1
3357,3357,,5,0,5,0,0,0,0,0.25,0,53,0.00014,0.3
3358,3358,,1,1,2,7,0.253445,0.26208,0,0,0,1115,0.000051,0
3359,3359,,2,3,5,7,0.258487,0.266822,1081.698316,0,0,1115,0.000092,0
3360,3360,,1,1,2,7,0.223215,0.227885,0,0,0,1115,0.000067,0
3361,3361,,2,4,6,7,0.243362,0.25152,10611.76759,0,0,1115,0.000219,0
3362,3362,,1,0,1,0,0,0,0,0,0,1025,0.000052,0
3363,3363,,3,2,5,7,0.250075,0.257664,1319.751195,0,0,1115,0.000076,0
3364,3364,,1,0,1,0,0,0,0,0,0,1024,0.000052,0
3365,3365,,1,1,2,7,0.280655,0.294741,0,0,0,1115,0.000043,0
3366,3366,,48,43,91,6,0.345117,0.366345,111531.4113,0.094689,0,1115,0.001095,0.104822
3368,3368,,1,1,2,7,0.284754,0.29883,0,0,0,1115,0.000058,0
3369,3369,,2,1,3,7,0.243302,0.249211,126.897911,0,0,1115,0.000087,0
3371,3371,,2,0,2,0,0,0,0,0,0,78,0.00009,0
3372,3372,,1,0,1,0,0,0,0,0,0,77,0.000081,0
3373,3373,,2,0,2,0,0,0,0,0.5,0,455,0.000058,1
3374,3374,,13,14,27,6,0.316879,0.337517,2614.668402,0.271429,0,1115,0.000267,0.314286
3375,3375,,1,0,1,0,0,0,0,0,0,278,0.000043,0
3377,3377,,6,8,14,7,0.278503,0.289055,1297.175005,0.069444,0,1115,0.000162,0.111111
3378,3378,,7,4,11,6,0.308732,0.322751,5271.370451,0.452381,0,1115,0.000202,0.619048
2966,2966,,2,4,6,7,0.271117,0.283374,330.662648,0.166667,0,1115,0.000074,0.166667
3379,3379,,3,2,5,6,0.287089,0.301063,147.543356,0,0,1115,0.000087,0
3380,3380,,6,5,11,7,0.302394,0.317027,3095.443951,0.333333,0,1115,0.000162,0.333333
3382,3382,,2,1,3,7,0.284754,0.29883,358.76875,0,0,1115,0.000074,0
3370,3370,,2,2,4,7,0.296537,0.312559,0,1,0,1115,0.000073,1
3383,3383,,1,2,3,7,0.286625,0.301042,9.682689,0.666667,0,1115,0.000057,0.666667
3381,3381,,3,8,11,6,0.291962,0.305139,755.043371,0.142857,0,1115,0.000087,0.178571
3384,3384,,2,0,2,0,0,0,0,0,0,585,0.000052,0
3328,3328,,3,2,5,7,0.292854,0.311296,3320.780697,0,0,1115,0.000109,0
3376,3376,,2,0,2,0,0,0,0,0.5,0,452,0.000058,1
3386,3386,,0,1,1,7,0.283025,0.293595,0,0,0,1125,0.000035,0
3387,3387,,1,1,2,7,0.284754,0.29883,0,0,0,1115,0.000058,0
3388,3388,,3,3,6,7,0.290425,0.30186,151.26142,0,0,1115,0.000082,0
3390,3390,,1,1,2,6,0.282826,0.295146,0,0,0,1115,0.000055,0
3391,3391,,6,5,11,6,0.305714,0.324838,2167.377729,0.3,0,1115,0.000124,0.333333
3393,3393,,1,0,1,0,0,0,0,0,0,1023,0.000052,0
3394,3394,,5,6,11,7,0.282035,0.295203,2691.533036,0.404762,0,1115,0.000189,0.52381
3395,3395,,1,1,2,7,0.284754,0.29883,0,0,0,1115,0.000058,0
3288,3288,,1,0,1,0,0,0,0,0,0,884,0.000046,0
3396,3396,,2,2,4,7,0.281438,0.291913,4764.137029,0,0,1115,0.000066,0
3397,3397,,9,9,18,6,0.302911,0.315125,2983.138638,0.125,0,1115,0.000211,0.166667
3367,3367,,5,3,8,7,0.284671,0.296424,195.414008,0.3,0,1115,0.000121,0.333333
3398,3398,,1,0,1,0,0,0,0,0,0,424,0.000051,0
3385,3385,,4,4,8,6,0.315989,0.33469,2225.952055,0.166667,0,1115,0.000102,0.166667
3399,3399,,2,0,2,0,0,0,0,0,0,595,0.00007,0
3400,3400,,1,1,2,7,0.266715,0.277571,0,0,0,1115,0.000061,0
3401,3401,,1,1,2,7,0.229947,0.236168,0,0,0,1115,0.000079,0
3403,3403,,1,0,1,0,0,0,0,0,0,239,0.000063,0
3404,3404,,11,10,21,7,0.289835,0.30522,24404.30003,0.072727,0,1115,0.000356,0.090909
3405,3405,,5,5,10,6,0.32915,0.349042,2516.434287,0.2,0,1115,0.000128,0.2
3406,3406,,1,2,3,6,0.279221,0.290418,0,0.5,0,1115,0.000052,1
3407,3407,,1,1,2,7,0.29281,0.311154,0,0,0,1115,0.000052,0
3408,3408,,8,9,17,7,0.292839,0.30862,26858.65659,0.133333,0,1115,0.000283,0.177778
3409,3409,,1,0,1,0,0,0,0,0,0,555,0.000061,0
3410,3410,,3,1,4,7,0.277907,0.288565,48.634478,0,0,1115,0.000077,0
3411,3411,,1,1,2,8,0.23258,0.238575,0,0,0,1115,0.00006,0
3412,3412,,3,3,6,6,0.326121,0.346894,2084.29134,0.166667,0,1115,0.000094,0.333333
3414,3414,,4,3,7,7,0.296868,0.315346,1010.155137,0.15,0,1115,0.000109,0.2
3413,3413,,5,8,13,6,0.332405,0.354378,6084.485831,0.196429,0,1115,0.000124,0.214286
2902,2902,,1,1,2,7,0.229947,0.236168,0,0,0,1115,0.000079,0
3416,3416,,1,0,1,0,0,0,0,0,0,600,0.000055,0
3417,3417,,4,5,9,6,0.31226,0.326191,1248.440226,0.05,0,1115,0.00013,0.1
3418,3418,,1,1,2,7,0.256965,0.266159,0,0,0,1115,0.000056,0
3419,3419,,1,1,2,7,0.284754,0.29883,0,0,0,1115,0.000058,0
3420,3420,,1,1,2,7,0.254106,0.262696,0,0,0,1115,0.00005,0
3421,3421,,2,2,4,6,0.274361,0.283855,98.577634,0,0,1115,0.000072,0
3422,3422,,6,5,11,7,0.276123,0.288,7043.88232,0.033333,0,1115,0.000196,0.066667
3423,3423,,1,1,2,8,0.226517,0.233404,0,0,0,1115,0.000062,0
3424,3424,,1,0,1,0,0,0,0,0,0,1022,0.000052,0
3426,3426,,1,0,1,0,0,0,0,0,0,1021,0.000052,0
3428,3428,,2,0,2,0,0,0,0,0,0,397,0.000064,0
3430,3430,,1,1,2,7,0.260967,0.269846,0,0,0,1115,0.000054,0
3431,3431,,1,0,1,0,0,0,0,0,0,454,0.000042,0
3432,3432,,1,0,1,0,0,0,0,0,0,453,0.000042,0
3434,3434,,1,1,2,7,0.288534,0.299249,0,0,0,1115,0.000052,0
3435,3435,,3,3,6,6,0.326121,0.346894,2084.29134,0.166667,0,1115,0.000094,0.333333
3436,3436,,6,0,6,0,0,0,0,0.266667,0,414,0.000128,0.266667
3437,3437,,1,0,1,0,0,0,0,0,0,401,0.000054,0
3438,3438,,2,2,4,6,0.29205,0.307906,0,1,0,1115,0.00006,1
3170,3170,,1,0,1,0,0,0,0,0,0,1020,0.000052,0
3439,3439,,1,2,3,7,0.27696,0.287171,0,0.5,0,1115,0.000047,1
2652,2652,,2,2,4,6,0.297881,0.314056,55.548053,0.5,0,1115,0.000069,1
3440,3440,,1,1,2,6,0.282826,0.295146,0,0,0,1115,0.000055,0
3433,3433,,3,2,5,6,0.295892,0.314244,658.34756,0.333333,0,1115,0.000086,0.333333
3442,3442,,2,1,3,7,0.26446,0.273209,14.223897,0,0,1115,0.00007,0
3441,3441,,3,3,6,6,0.29154,0.307316,28.752054,0.666667,0,1115,0.000098,0.666667
3443,3443,,1,1,2,7,0.284754,0.29883,0,0,0,1115,0.000058,0
3444,3444,,5,2,7,7,0.301599,0.316312,455.023583,0.3,0,1115,0.000108,0.4
3445,3445,,25,29,54,6,0.320579,0.334921,59312.09738,0.035714,0,1115,0.000556,0.046032
3446,3446,,1,0,1,0,0,0,0,0,0,1019,0.000052,0
3447,3447,,1,0,1,0,0,0,0,0,0,1018,0.000052,0
3448,3448,,3,2,5,6,0.317533,0.337472,1530.185797,0.333333,0,1115,0.000096,0.333333
3449,3449,,4,3,7,7,0.304837,0.319202,34.715951,0.583333,0,1115,0.000099,0.666667
3392,3392,,3,3,6,6,0.311113,0.327001,173.71128,0.5,0,1115,0.000093,0.666667
3450,3450,,3,4,7,7,0.269667,0.279948,307.71007,0.166667,0,1115,0.000095,0.166667
3311,3311,,2,2,4,6,0.300406,0.313646,0,1,0,1115,0.000069,1
3451,3451,,100,106,206,6,0.359633,0.386055,266872.2977,0.086149,0,1115,0.002229,0.096525
3452,3452,,39,63,102,6,0.356173,0.379614,67556.97458,0.121664,0,1115,0.000742,0.144279
3453,3453,,5,5,10,6,0.330545,0.349823,1255.492859,0.7,0,1115,0.00012,0.7
3455,3455,,3,3,6,7,0.291685,0.306993,0,1,0,1115,0.000085,1
3456,3456,,2,3,5,7,0.268997,0.279435,37.221261,0.666667,0,1115,0.000076,0.666667
3457,3457,,1,0,1,0,0,0,0,0,0,1017,0.000052,0
3458,3458,,2,2,4,6,0.317533,0.337472,1074.314412,0,0,1115,0.000074,0
3459,3459,,4,3,7,7,0.241883,0.250056,1137.38138,0.083333,0,1115,0.000138,0.166667
3460,3460,,1,1,2,7,0.23846,0.246815,0,0,0,1115,0.000054,0
3462,3462,,4,6,10,6,0.306338,0.326448,11277.06172,0.166667,0,1115,0.000131,0.266667
3463,3463,,6,4,10,6,0.298428,0.31287,469.257215,0.266667,0,1115,0.00015,0.266667
3465,3465,,37,47,84,6,0.37695,0.402804,62828.10481,0.166241,0,1115,0.000672,0.184524
3467,3467,,1,1,2,7,0.256581,0.264679,0,0,0,1115,0.000057,0
3468,3468,,1,1,2,7,0.240688,0.248209,0,0,0,1115,0.000061,0
3469,3469,,1,1,2,7,0.280655,0.294741,0,0,0,1115,0.000043,0
3470,3470,,14,12,26,6,0.31402,0.326624,57187.07668,0.191176,0,1115,0.000212,0.257353
3464,3464,,2,2,4,6,0.299161,0.315153,81.431202,0.5,0,1115,0.000077,1
3471,3471,,1,1,2,7,0.256581,0.264679,0,0,0,1115,0.000057,0
3473,3473,,3,0,3,0,0,0,0,0.333333,0,415,0.000072,0.333333
3474,3474,,2,2,4,7,0.275446,0.287106,0,1,0,1115,0.000072,1
3472,3472,,2,1,3,7,0.256581,0.264679,50.246474,0,0,1115,0.000074,0
3475,3475,,4,3,7,7,0.287767,0.30247,722.13766,0.166667,0,1115,0.000106,0.166667
3476,3476,,8,8,16,6,0.305762,0.32085,1288.277089,0.357143,0,1115,0.000198,0.357143
3247,3247,,1,1,2,7,0.284754,0.29883,0,0,0,1115,0.000058,0
3477,3477,,1,2,3,7,0.247012,0.253398,34.472846,0,0,1115,0.000051,0
3478,3478,,2,2,4,7,0.254206,0.262868,37.498607,0,0,1115,0.000073,0
3480,3480,,1,0,1,0,0,0,0,0,0,1016,0.000052,0
3481,3481,,4,5,9,7,0.267313,0.277148,268.444067,0,0,1115,0.00013,0
3482,3482,,1,1,2,7,0.283004,0.293559,0,0,0,1115,0.000049,0
3483,3483,,2,1,3,1,1,1,4734,0,0,1110,0.000296,0
3484,3484,,1,1,2,1,1,1,0,0,0,1110,0.000286,0
3485,3485,,1,0,1,0,0,0,0,0,0,883,0.000046,0
3300,3300,,2,3,5,7,0.293148,0.311763,778.680813,0,0,1115,0.000069,0
3143,3143,,2,1,3,6,0.278582,0.289714,0,1,0,1115,0.000072,1
3486,3486,,1,2,3,7,0.234793,0.240319,947.416049,0,0,1115,0.000052,0
3487,3487,,11,10,21,6,0.312895,0.327308,3215.657632,0.257576,0,1115,0.000248,0.287879
3489,3489,,4,5,9,6,0.315989,0.334556,1564.049132,0.266667,0,1115,0.000104,0.266667
3490,3490,,7,7,14,6,0.295577,0.308251,11649.26427,0.017857,0,1115,0.000218,0.035714
3491,3491,,1,0,1,0,0,0,0,0,0,572,0.000053,0
3492,3492,,1,3,4,7,0.283691,0.294546,50.503664,0,0,1115,0.000049,0
